username,time,date,post,query
@rikizwon,16:58:45,2024-05-30,now with all these celebrities speaking up and finally showing support for palestine i hope olivia will soon. i waited 8 months for ariana so i can wait for ms rodrigo,celebrities
@lolsielove,16:58:44,2024-05-30,"That should not happen, and believe not only celebrities use is it",celebrities
@faithinbucky,16:58:41,2024-05-30,it’s great more celebrities are speaking up for palestine but let’s not forget they stayed silent for 8 months before doing so,celebrities
@parantapah,16:58:40,2024-05-30,"Posting #AllEyesOnRafah isn't exactly about Rafah or Palestine for most celebrities. It's about signalling to key people that you're a certified liberal. That you're willing to do the bidding of those ""key people."" Bollywood runs on Islamist money.

Those who actually care about",celebrities
@endPTSD,16:58:37,2024-05-30,"It’ll be a good practice for research. I think she’s exposing the celebrity culture in America since that’s our  royalty. Her greed is very similar to many experiences I’ve had, and only concussion, allowed me to sit with it long enough to understand it without shock #ptsd ends",celebrities
@skzmixxing,16:58:33,2024-05-30,people are risking their entire future for fighting for what is right but *im* the selfish one for expecting rich celebrities with platforms with millions of followers that i respect for speaking up. aurkayyyyy,celebrities
@Jawisats,16:58:32,2024-05-30,"So u listened to ur favorite influencers that told you ordinals are dead AGAIN and runes failed while celebrity scams are the way to onboard “masses” to crypto thn trust me u deserve getting dumped on, losing ur moni and missing out on real wealth generating plays.",celebrities
@Jmaspage,16:58:32,2024-05-30,"Wow,so disappointing......one by one celebrities are destroying their brand and legacies,and you just joined that list.....smh",celebrities
@BabyHulk_93,16:58:29,2024-05-30,"A CeLeBrIty iS jUsT likE US. 

No shit.",celebrities
@ari_rubies,16:58:27,2024-05-30,All the Guo meme and jokes are starting to become boring and redundant. If She is indeed convicted to her crime. Pinoy should hate her but the media & other are making her a darling and funny celebrity.,celebrities
@heyyamba,16:58:25,2024-05-30,anyone that can be unwaveringly shameless has a huge chance of being a celebrity in nigeria,celebrities
@petraphobic,16:58:17,2024-05-30,"and the tired argument about how people only ask her to do anything. actually people have been begging ALL celebrities to do something, to post ONE story. no one saw how ariana posting a single donation link made it jump for $40k in hours?",celebrities
@realTomPappert,16:58:14,2024-05-30,Sad to see another celebrity fall to the alphabet mafia,celebrities
@USAS_WW1,16:58:08,2024-05-30,"@militaryhistori reminds us Britain had Winston Churchill in its Darkest Hour. But he also sometimes delivered Britain's Lightest Hour: 

Lady Astor: “If I were married to you, I’d put  poison in your coffee.”
Winston  Churchill*: “If I were married to you, I’d drink it.”
",celebrities
@imtbeau8,16:58:06,2024-05-30,"Why Celebrities Aren't Speaking Up About Gaza, by @caitoz",celebrities
@shadowarlok,16:57:56,2024-05-30,Hope more celebrities talk openly abt this,celebrities
@ahhbodybang,16:57:55,2024-05-30,you told ur twt followers not to treat you like a celebrity but at the same time you treat them like fans..… — no i dont  if this is over the joke edit i made ill giggle,celebrities
@Ghana_born,16:57:55,2024-05-30,"We Ghanian has the best jelloff rice and we don't play with it
Ghana to the world ",celebrities
@Crypt_traveler,16:57:52,2024-05-30,$COBY is THE celebrity ,celebrities
@seokjiniepost,16:57:50,2024-05-30,"""unaccountable for your inaction"" 
One would think you're talking about a useless politician and definitely not poc celebrities who are themselves affected by war which was in a way caused by the west that's why they have to mandatorily enlist....",celebrities
@leigh_loeb,16:57:45,2024-05-30,"He used the show to promote his brand; introduce a line of jewelry and handbags by Ivanka; use the celebrities to create a marketing plan, paid by NBC; promoted by NBC and costing the Trumps nothing to sell, market and produce a product.   It was genius grifting!!",celebrities
@snottydead,16:57:42,2024-05-30,you know what also wants you? probably an old man somewhere thats nothing like youd want! having celebrity crushes is just fine but being a fucking weirdo js crazy. that man dont want uou but the homeless man on the corner does! 3,celebrities
@budbringer1,16:57:36,2024-05-30,"Love @EricClapton! 
What kind of creepy «museum» is that..?
Most 14-yearsold grow out pf their fan celebrity worship..",celebrities
@Stock_Market_Pr,16:57:35,2024-05-30,"SHOCKING: #Crypto Trader Turns $3.7K into Millions, Then Loses Big on Celebrity Token - Coinpedia Fintech News",celebrities
@clothes_mindedx,16:57:34,2024-05-30,Im not against veneers & I do think they’re necessary in some circumstances. But I do feel like A LOT of young ppl *19-24 yr olds* got their teeth done cuz it’s the popular thing to do amongst their counterparts/celebrities. Did u even try braces? Going to the dentist on the reg?,celebrities
@Bitcoindeee,16:57:32,2024-05-30,"D list celebrity’s coming into our space has never ended well, every 4 years these broke bitches turn up trying to steal out liquidity…. ",celebrities
@BellaF111,16:57:31,2024-05-30,"Twitch…Dead 
Wonder why people around so many famous celebrities end up dead or suicided ",celebrities
@abu_crypto1,16:57:30,2024-05-30,"Get out of your celebrity coin & your trumpwifhatmaga token.

Koala been smashing crazy things this cycle imo. And I believe he's pretty on point here

Money will rotate into AI with or without you. Get ready or be exit liquidity.

IT'S TIME FOR QUALITY STUFF!! ",celebrities
@TerrinaMajnoona,16:57:26,2024-05-30,I’m fine with celebrities doing this. I will support/do/say whatever it takes right now.,celebrities
@AfiFlysky,16:57:25,2024-05-30,"blacklist all the anti-children Iranian artists  ,celebrities , Athletes and administrators that who have supported Palestine.

#IsraelWillWin
#KingRezaPahlavi‌",celebrities
@raylachen,16:57:24,2024-05-30,Another celebrity hoaxer …,celebrities
@HBadgeroo,16:57:23,2024-05-30,Maybe but choice stops all of that anyway.,celebrities
@falcontattoo,16:57:23,2024-05-30,Wild how parents will prostitute their children for a brush with celebrity. You wouldn’t let your kid go spend the weekend with your plumber.,celebrities
@Camoolina,16:57:21,2024-05-30,"people need to speak about this, everyone including celebrities need to be educated on this and educate others around. the more it spreads, the less israel will be able to act as freely as they have been. celebrities have the most reach, and they can bring the most",celebrities
@TheBrightDays,16:57:20,2024-05-30,MLB All-Star Celebrity Softball Game Sweepstakes https://sweepstakesfanatics.com/mlb-all-star-celebrity-softball-game-sweepstakes/….,celebrities
@Rishi46730816,16:57:18,2024-05-30,This lady is an entitled crook. Have you seen her exaggerated expressions like overblinking  when she was interviewing so called celebrities,celebrities
@dyorcryptoapp,16:57:12,2024-05-30,"𝗗𝗮𝗶𝗹𝘆 𝗖𝗿𝘆𝗽𝘁𝗼 𝗧𝗟𝗗𝗥 𝗣𝗼𝘄𝗲𝗿𝗲𝗱 𝗯𝘆 𝗗𝗬𝗢𝗥.

𝐌𝐚𝐲 𝟑𝟎, 𝟐𝟎𝟐𝟒

𝟭. “𝗖𝗲𝗹𝗲𝗯𝗿𝗶𝘁𝗶𝗲𝘀 𝗷𝘂𝗺𝗽 𝗼𝗻 𝘁𝗵𝗲 𝗺𝗲𝗺𝗲𝗰𝗼𝗶𝗻 𝗯𝗮𝗻𝗱𝘄𝗮𝗴𝗼𝗻”

Another celebrity, Iggy Azalea, recently launched her memecoin on Solana.

Azalea's MOTHER token pumped",celebrities
@KooKaHastam,16:57:11,2024-05-30,I didn't say anything about celebrities input being meaningless. I meant if celebrities are doing the political elites job because they failed to do their job about Israel so the silence of celebrities about Hamas should mean that sanctions already solved the problem.,celebrities
@michlikeniche,16:57:06,2024-05-30,"so many zionist celebrities and influencers are posting blocks of text “uwu hold space for israeli and palestinian suffering” take your apology for genocide and apartheid somewhere else, stupid bitch",celebrities
@rhonda_harbison,16:57:05,2024-05-30,"https://nytimes.com/2018/08/10/us/politics/omarosa-donald-trump-racial-slur.html…
Trump Used Racial Slur During 'Celebrity Apprentice,' Former White ...
https://theatlantic.com/ideas/archive/2018/08/lordy-tapes/567508/…
America Doesn't Need Another Tape to Know Who Trump Is - The Atlantic",celebrities
@worldonebeing,16:57:03,2024-05-30,"#Rafah must be the number one topic on #X. Awareness to the genocide that #Israel keeps committing should be above some celebrity talking about her new pumps.

We must #FreePalestine together. Love and respect to all humanity ",celebrities
@AnitaNelam,16:57:00,2024-05-30,Marc Hom Re-framed: A retrospective of celebrity portraiture,celebrities
@VisViamV,16:56:57,2024-05-30,took these celebrities long enough,celebrities
@cryptomehn1,16:56:57,2024-05-30,"If u are DCA into @davido meme your money will finished end youill die . @Pauly0x say the truth @blknoiz06 is a scammer i agreed after he shill a celebrity meme and ruged at the time that we are in the space with him , pple lost thanks @Pauly0x love you legend ",celebrities
@William275615,16:56:57,2024-05-30,I hate celebrities ,celebrities
@ExistenceStudy,16:56:56,2024-05-30,"Other things, like what?
Famous female celebrities in ""ambiguous circumstances"", but still clothed, with underage children?",celebrities
@CryptoDefiLord,16:56:55,2024-05-30,Celebrity token needs the person,celebrities
@SlorgoftheSlugs,16:56:51,2024-05-30,"Crypto doesn't have an awareness problem, people already know about it.

The leading candidate for president even made it part of his platform last week.

But it does have a UX and perception problem, which these celebrity pump and dumps don't move the needle on.",celebrities
@RessRyan60722,16:56:51,2024-05-30,Orange cats are soo funny i love them ,celebrities
@SharonSTRAKER4,16:56:46,2024-05-30,24 Celebrities Who Are 100% All In For Donald Trump In 2024 https://msn.com/en-us/news/politics/24-celebrities-who-are-100-all-in-for-donald-trump-in-2024/ar-BB1nhODG?ocid=socialshare&pc=U531&cvid=6b223647e2754b8793f363a6a3b71c2d&ei=54…,celebrities
@Louissystem28,16:56:46,2024-05-30,"Also there are celebrities who only spoke out of fear of being cancelled and just posted an ai image. That didn't make any difference while Louis is actually helping people through money. He's doing way more than a lot others. His money would also help children in Congo, Sudan,",celebrities
@Lgrng0,16:56:43,2024-05-30,"Hananya doesn’t give a single fuck about any of those people, he’s just using them to justify the current genocide in Gaza.

He’s a scumbag.",celebrities
@NJBIZ,16:56:32,2024-05-30,"Celebrity chef @GordonRamsay has been appointed ""CFO"" for @WelchsFruitSnck brand. https://njbiz.com/pim-brands-brings-in-chef-ramsay-as-chief-fruit-officer/…",celebrities
@B4Politics,16:56:30,2024-05-30,At the end of the day they are family. They are stronger together. Politicians and celebrities have different strengths,celebrities
@FYAPhoenix,16:56:30,2024-05-30,"Any publicity is good publicity for some folks…
Celebrity =\= brains and common sense",celebrities
@Arik26519958,16:56:21,2024-05-30,"Ahh come on, idk why the fuck most people cares about celebrities  lifestyle,  ig stories, what they are doing etc etc.",celebrities
@AshyBuoy26,16:56:21,2024-05-30,"Yes the politifi guru is here 
Have a look at the celebrity niche on Solana as well, it booming
The legendary Eminem is also debuting on Solana as $EMANEM
and he's feeding those who really need it.
CTO complete 
Listing fixed on @biokript 
200x donation boxes ready
Check us at",celebrities
@SharonS365,16:56:20,2024-05-30,"@MSNBC There are billions of people on this planet, surely some of them have done something newsworthy. Please, for the love of god, find something besides IQ45 to reportMaybe a scientific discover, or natural disaster, or even celebrity gossip. ANYTHING but trump!",celebrities
@jamesinho4,16:56:13,2024-05-30,He cares about money and tinkering with logos and clubhouses and rubbing elbows with celebrities. He does not care about the club.,celebrities
@miamicryptocom,16:56:01,2024-05-30,"Pop star and rising crypto enthusiast Iggy Azalea has announced a bold initiative to burn her own coins whenever a celebrity-endorsed coin is identified as a scam, commonly known as a “rug.”

 Read more on #miamicrypto

#crypto #memecoin #AltcoinNews",celebrities
@litsforevermore,16:55:59,2024-05-30,"the way a whole new conversation and debate began in india when bollywood celebrities started participating in the trend of sharing that ai image showing their sympathy/solidarity towards the palestinians who were k worded, just imagine what she could have done.",celebrities
@Insignificant48,16:55:47,2024-05-30,"I watched every season, including Celebrity Apprentice, & this claim is completely false! Without video evidence that's not AI generated (and yes, smart people can tell the difference), this is just something this traitor & his cohorts made/typed up. 1nce a liar, always a liar!",celebrities
@nikhilsp27,16:55:47,2024-05-30,Rajiv bhai thand ho jayo Yarr. Take a break mate. Everything isn't to post. Let those celebrities post whatever they want. Why should we enter into everything of them?,celebrities
@JodyFritzke,16:55:41,2024-05-30,Why Celebrities Aren’t Speaking Up About Gaza,celebrities
@JatinHota,16:55:39,2024-05-30,"$DOG is what an Ideal meme coins should be

NO VC to Dump on You
No Celebrity to Rug
No Team Tokens to Dump
No Unfair Distribution
No Paid Promo
No Gift to Influencer

Just Fair Random Airdrop

Strongest Community
On Richest Chain

Imagine $Dog Still below 1B Mcap,

Buy every",celebrities
@AndyLeeParker1,16:55:37,2024-05-30,I was so moved by seeing people use their celebrity for good that I wept.,celebrities
@CelebrityTee_,16:55:36,2024-05-30,Hate when people having a fucked up day so they take it out on you. Now I hope you have a even more fucked up day bitch.,celebrities
@Ghana_born,16:55:29,2024-05-30,"This girl is not an influencer, she's a prostitute
More love to Nigerian from Ghana ",celebrities
@stomik1,16:55:27,2024-05-30,Yeah but $MAGA token is greater than d list celebrity ghey Jenner token.,celebrities
@outtadazone,16:55:24,2024-05-30,"Some people too dey see dema body celebrities dey pile up dema chats make e do like them be some jay z and beyonce meanwhile, ekom dewo. someway roff!",celebrities
@Lgrng0,16:55:22,2024-05-30,Tim is jealous he’ll never get a trad wife that’ll even make him a sandwich.,celebrities
@ByTheTons,16:55:20,2024-05-30,Ignorance is always a bliss... esp if you happen to be a celebrity.,celebrities
@MananNatani1,16:55:18,2024-05-30,Celebrity spotted ,celebrities
@babybtaetae,16:55:16,2024-05-30,celebrities including ariana have starting posting and donating after nicola coughlan openly spoke about palestine in interviews and shared the resource to donate,celebrities
@krisjay2006,16:55:13,2024-05-30,The celebrities are about the bring the sheep in $crypto #bitcoin,celebrities
@purplesky2743,16:55:09,2024-05-30,"The US dollar or one of these celebrity memecoins? Hmmm, tough choice, charts are starting to look the same  #memecoins",celebrities
@zennymovietalks,16:55:06,2024-05-30,"Labour and Conservatives ‘misleading’ voters on tax and spending plans, top economist warns 
#usa #uk #LosAngeles #NBAFreeAgency #UFCVegas76 #movies #Webseries #Celebrity #viral #fun #brazil 
For Detail https://dev-firstshowing.pantheonsite.io/2024/05/30/labour-and-conservatives-misleading-voters-on-tax-and-spending-plans-top-economist-warns/?feed_id=1322&_unique_id=6658af693b327…",celebrities
@Abhishek_Fam143,16:55:05,2024-05-30,For praising one there is no need to demean other celebrities neither fans u like Ranbir they like abhishek as simple as that if u dnt like abhi kindly stop ur obsession with abhidhek,celebrities
@ddayygk,16:55:04,2024-05-30,the fact that the only reason boycotts are praising that fad it so they can use him to make bts seem like awful people is insane.  if it was any other celebrity even bts themselves yall would be dragging them through the mud for doing the bare minimum,celebrities
@SireDahBoiJJ52,16:54:51,2024-05-30,"negative outcome for her is silly, performative, and quite embarrassing.
Especially when ACTUAL Palestinians have told y'all OUR FOCUS needs to be on major brands to boycott and spreading the message.
Not worried about celebrities.
Y'all are disgusting and weird plain and simple.",celebrities
@KingTherapy,16:54:42,2024-05-30,"It's so sick how this is being turned into a celebrity story, instead of actually having eyes on Rafah.

I almost threw my radio, with the latest on World Service.",celebrities
@Hphilosopher1,16:54:38,2024-05-30,"Blue Whale on Solana

Doxxed Team

Video game play to earn

Comic/Manga

Platinum artist on the team - Matt Hartke

Marine Biologist

NFT's coming this summer

Podcast coming in June - Celebrity show in the studio - Crypto show educating newbies

Billy to a Billi   the largest",celebrities
@zaridatalk,16:54:36,2024-05-30,"Cynthia Nixon Addresses Sara Ramirez’s ‘And Just Like That’ Departure as Che Diaz & Similarities to Miranda Hobbes Character | And Just Like That, Cynthia Nixon, Sara Ramirez, The Gilded Age | Just Jared: Celebrity News and Gossip #movieswithfriendz #bmoviemaniacs #moviefone ...",celebrities
@kryptoBenzai,16:54:34,2024-05-30,"The rise and fall of meme tokens highlight the risks of speculative investing. #MemeTokens like $PEPE can skyrocket, but often crash just as fast.

Celebrity backed memes can spike interest but often lead to rapid declines. For example, recent celebrity meme coins soared and then",celebrities
@pholoba_online,16:54:31,2024-05-30,"Let this be a lesson to Nyoso. You can't be a celebrity and a Sundowns player at the same. I also commend the club for making an example out of him.

No player is bigger than the club.",celebrities
@LibertyValkyrie,16:54:26,2024-05-30,"Another example of why these celebrities are so out of touch…

Tim and Faith probably have a gym in their home that would put an Equinox to SHAME.

His daughters aren’t stepping foot in the Planet Fitness he’s pushing the rest of us to.

Even the country stars aren’t immune to",celebrities
@comfy_bts,16:54:22,2024-05-30,My celebrity crush finally is on insta ,celebrities
@nanyaog,16:54:22,2024-05-30,"for him to call davido an influencer i’m not sure he knows who he is like that, and also he mentioned other celebrities that did the same scam",celebrities
@Mufasa0fLagos11,16:54:19,2024-05-30,"Those asking I drop handle, na @lekhiat 

so sad you just displayed a level stupidity. And I'm sure una @Holdingcorengo too will be aware of this. Life wey no hard turn am like say God don assure you eternity

Ẹ̀ pẹlẹ ohh, celebrity vendor isonu",celebrities
@manu54321,16:54:19,2024-05-30,"RAFA

Dear celebrities.... 

Only those who spoke against Hamas, 
.....when they committed atrocities,
....when women being raped and dragged naked in group,
....when innocents being taken as hostages... 

They only can speak.. 

Others keep shut....!",celebrities
@HBadgeroo,16:54:18,2024-05-30,"It sounds like you just don't want people to have a choice on what education their kids are brought up with. The money is for the kids, not the institution.",celebrities
@mosamitzus,16:54:10,2024-05-30,the way you can always tell who knows what net worth actually is on ktwt is so funny to me. posting screenshots off a random website will not tell you the actual net worth of any celebrity especially if that celebrity hasn’t listed their assets.,celebrities
@rwenning56,16:54:05,2024-05-30,Noel Casler can undoubtedly corroborate Trump's use of the n-word - he has been speaking openly of his time on Celebrity Apprentice for some time.,celebrities
@OnlieTaks,16:53:51,2024-05-30,Where are your posts to and about the political leaders that have caused this chaos? Again with the celebrities smh,celebrities
@elmo_scalar,16:53:48,2024-05-30,ill support celebrities when they shill my $CORE bags lmao,celebrities
@jeniffertalk,16:53:46,2024-05-30,"John Lennon’s Lost Guitar Sells for Nearly $3 Million at Auction 
#usa #uk #LosAngeles #NBAFreeAgency #UFCVegas76 #movies #Webseries #Celebrity #viral #fun #brazil 
For Detail https://dev-hollywoodlife.pantheonsite.io/john-lennons-lost-guitar-sells-for-nearly-3-million-at-auction/?feed_id=1638&_unique_id=6658af191e56e…",celebrities
@CLAREM0NTDlAZ,16:53:43,2024-05-30,see how much of an impact one or more celebrities spreading awareness and using their platform for good can have? all of these celebs are now speaking up and sharing links and information. KEEP PRESSURING AND SPREADING AWARENESS,celebrities
@noconinews5396,16:53:39,2024-05-30,"NO CONI NEWS CELEBRITY GIST  
-------------------
JUST IN 

Jubilation as Davido Launches his meme coin 

Follow No Coni News 

#NoConiNews #NoConiNewsCelebrityGist #Davido #Trending #CelebrityGist #viral #AngelSkin #EmpowerWomen #NedbankCup",celebrities
@doctormichaels1,16:53:36,2024-05-30,"Hey  Self lover 

Come closer…

Water  is life ! 

Be intentional 
…you are the Ceo of your life 
#doctormichaels",celebrities
@artareki,16:53:36,2024-05-30,"I'm so disappointed in how we're starting to see movement once the genocide has gone this far. Isr**l had to bomb the LAST safe place for people to react, for celebrities to start speaking, for the world to move. I'm so ashamed",celebrities
@Lgrng0,16:53:36,2024-05-30,Aviva is unironically pointing out that Israel is claiming to illegally own property in East Jerusalem.,celebrities
@Jeetesh50,16:53:29,2024-05-30,Some real information for all these shit heads(celebrities) supporting Hamas,celebrities
@livpercabeth,16:53:28,2024-05-30,mark ruffalo is genuinely one of my favourite celebrities ever,celebrities
@odradesh,16:53:27,2024-05-30,Ha ha ha. He is not a celebrity. He is exactly opposite of what a celebrity is. A genius.,celebrities
@neumonic1,16:53:26,2024-05-30,Except Billy Baldwin isn’t even a celebrity! Fucking loser!,celebrities
@jaymeyerxnyby,16:53:24,2024-05-30,You are a fraud. You and your bestie grifter psycho friend Straka have sold out your community so you could both become Z list celebrities in the neo-nazi movement. You’re both going to get exactly what you deserve.,celebrities
@tryingtoenjoyy,16:53:19,2024-05-30,"Realizing that I am, in fact, dreadfully clueless to celebrity happenings because I don't care about celebrity happenings ",celebrities
@lokin4santis,16:53:18,2024-05-30,"I personally they all coming for the money and there’s nothing wrong with that. We all came for the same reason. 

Everyone was shouting “wait till celebrities start launching their own memecoins” but flipped bearish when they came",celebrities
@lrhcarousel96,16:53:17,2024-05-30,"him doing this at every show is a definition of being a perfect role model, some celebrities should really look up to him. i love this man so so so much",celebrities
@watermelonwhee,16:53:11,2024-05-30,"hyejin showing off her p nation card  

idk why it’s so funny to think that even celebrities also have building passes like every other corporate worker ",celebrities
@0xSamer,16:53:11,2024-05-30,yeah influencers tend to like doing charity work for celebrities,celebrities
@a_tryingbabe,16:53:09,2024-05-30,"You too shut up
At your big age you’re waiting for a celebrity to speak about something before it’s deemed important for you",celebrities
@vengeancemurdox,16:53:07,2024-05-30,me when a celebrity posts vs me when hunter posts,celebrities
@SteveApeman,16:53:06,2024-05-30,"We’re a crew, not a single Dev, not a Celebrity, not a Jeet in hiding $FC",celebrities
@jtLOL,16:53:02,2024-05-30,It can be so frustrating when a celebrity won't say the things you demand,celebrities
@Lgrng0,16:53:00,2024-05-30,"How does Israel own property in East Jerusalem?

That is illegal.",celebrities
@andrewmertig,16:53:00,2024-05-30,"Yes, Bart Starr is a HOF QB. Yes, he's a renowned great person. But his actions spoke words about his true character that day. It was 1 minute of his life, but it meant the world to me. I don't get flustered by meeting players or celebrities, but Bart Starr is my exception.",celebrities
@Hphilosopher1,16:52:58,2024-05-30,"Blue Whale on Solana

Doxxed Team

Video game play to earn

Comic/Manga

Platinum artist on the team - Matt Hartke

Marine Biologist

NFT's coming this summer

Podcast coming in June - Celebrity show in the studio - Crypto show educating newbies

Billy to a Billi   the largest",celebrities
@kimbasmom1,16:52:55,2024-05-30,"Read ""All of the celebrities that have shown solidarity with Palestine"" on SmartNews: https://l.smartnews.com/p-wexid/2hzwbu #SmartNews",celebrities
@itsover_eth,16:52:54,2024-05-30,"gmaeon 

What we’re witnessing today is the aftermath of some of the worst and laziest cash-grabs every conceived by an amalgam of Z-list celebrities, ruggers, and influencers in the crypto space.

Alas, retail has not arrived to be your exit liquidity. Retail is currently",celebrities
@ilovejtcitygirl,16:52:39,2024-05-30,Old jt just about as fine as new jt,celebrities
@GC_Celebrity,16:52:34,2024-05-30,Thank you! ,celebrities
@BlockEnthusiast,16:52:34,2024-05-30,"honestly, the best way for a celebrity to launch a meme coin is to borrow it, short it, and now locked into a commitment to buy it back higher

Wanting to go viral is uncool. 
The rich seeking to exploit their less fortunate fanbase is uncool

Not wanting to be viral is cool",celebrities
@babygyalxxxx,16:52:30,2024-05-30,"I no go move on oh.

Make celebrity token die Abeg!",celebrities
@crocs_amarillos,16:52:29,2024-05-30,"you live in such a bubble of privilege that you think taylor swift will change something, it once again proves your disconnection to reality and your ignorance, go block celebrities on tiktok or sum, you’re embarrassing us all.",celebrities
@KarinaKKKKKKK1,16:52:27,2024-05-30,"Just a reminder of how some celebrities would pretend as if they support and care just to get your recognition and praise. And this is something you support. They speak up exactly like you want them to do, but is there any empathy for the people, who suffers?",celebrities
@bearr47,16:52:23,2024-05-30,Kehlani lit a fire under celebrities. I will always respect them for that.,celebrities
@Lgrng0,16:52:18,2024-05-30,Guess genocide is in their genes.,celebrities
@RessRyan60722,16:52:07,2024-05-30,Fox  are cute,celebrities
@thatmovieguy16,16:52:03,2024-05-30,Another reason why you should not be worshipping celebrities. These people are awful. Swifties gonna be real quiet,celebrities
@Olami_Lekan09,16:51:52,2024-05-30,"Only one celebrity go dey trend and you just know they’re dragging him

Wetin Davido do again??",celebrities
@vebeentrill,16:51:51,2024-05-30,"that’s what i’m sayin bro

for all these niggas to collectively hate on him at the same time , he must’ve done SOMETHIN . 

this is why we can’t be idolizin these celebrities man . majority of them jus are not good people .",celebrities
@Ghana_born,16:51:33,2024-05-30,001 forever ,celebrities
@chris_drouin,16:51:31,2024-05-30,"I don’t think you have to be unintelligent to worship celebrities, but celebrity worship makes one unintelligent. The result is the same though.",celebrities
@rkivesarchve,16:51:28,2024-05-30,Thank you for being one of the few celebrities / influencers that have morals and stick up against injustice and corruption.,celebrities
@desktoycrypto,16:51:24,2024-05-30,"I love how everyone is arguing about whether or not it's a good thing for C-list celebrities to launch pump and dumps. 

A rug is a rug is a rug. ""Onboarding the masses"" isn't going to work if they buy Iggy Azalea coin and it goes to zero. 

""Attention coins"" LMAO. Ridiculous.",celebrities
@EmbassyHungary,16:51:20,2024-05-30,"Condemning Israeli massacres & showing solidarity with #Palestine: 
In addition to 45 million Instagram & X users, including top Hollywood celebrities, Football stars around the world shared #AllEyesonRafah on their official accounts. 

Are you?

 
#SzabadPalesztina",celebrities
@folklaurenx,16:51:17,2024-05-30,Says the person who thinks a celebrities’ safety will remain un compromised so she can say something that will have no effect on ending the genocide in Palestine by just “stopping” a massive world tour,celebrities
@Phin_totten,16:51:16,2024-05-30,"I'm not sure thats true

most consumers remember the celebrity crypto scams above anything else, they don't know about the real use cases, they just know logan paul and ronaldo dropped scam NFTs

first interaction points matter",celebrities
@nanu1milli73343,16:51:15,2024-05-30,E just dey start even so called celebrity go cry premium and primitive tears,celebrities
@midwestprncss,16:51:14,2024-05-30,also those “*insert celebrity* activism over the years” threads are so fucking out of touch like ehat are you trying to prove/excuse?,celebrities
@chrisCtvedt,16:51:14,2024-05-30,@MarkBurnettTV release the tapes! We have a right to know how editing and production hid clear concerns from the public. It’s one thing if it’s a celebrity but another to keep this vital info about a presidential candidate,celebrities
@Rhodeambassador,16:51:14,2024-05-30,"we have no idea what that man does behind close doors, keep in mine Diddy ruffies celebrities to get them to do things they typically wouldn't, then he film them.",celebrities
@BarryAustinLync,16:51:10,2024-05-30,You resemble a celebrity chef about to prepare a kimchi dish we’ll never cook. Keep the beard.,celebrities
@genxists,16:51:02,2024-05-30,She's a feminist who loves celebrity. 3 young babies at home yelling on twitter. She's full of hate.,celebrities
@gosolomoney1004,16:51:01,2024-05-30,Most Nigerian celebrities are not to be trusted.,celebrities
@EudaimoniaEsq,16:50:54,2024-05-30,"The Right is so desperate for cultural relevance that they flock to any celebrity who starts to say things that sound even vaguely right wing. On one hand, this leads them to supporting liberals like Seinfeld and Maher, and on the other, they rush to support Kanye and, well…",celebrities
@gnxumalo1,16:50:53,2024-05-30,Some of them will learn to drive themselves and walk without any bodyguards. The arrogance has been addressed as some will learn to listen to people and stop behaving like celebrities.,celebrities
@RanaJBSingh,16:50:53,2024-05-30,"I am so glad you acknowledged their contribution, coz most celebrities don't. Thank you Karan Singh n Sachin Yadav. For showing us the truth with Anjum Sir.",celebrities
@AkshayModern,16:50:52,2024-05-30,Good to see these cricket stars are so down to earth despite having the life of a star celebrity .,celebrities
@BryptoBro,16:50:48,2024-05-30,"Grinding the whole bear market longing majors at the bottom 
Catching early meme vaporware 

Just too end up shilling absolute dog shit pump fun celebrity tokens & end up with a case lmfaooooo",celebrities
@DailyMailCeleb,16:50:48,2024-05-30,HGTV star Joanna Gaines reveals the strict social media rule she and husband Chip have for their five kids,celebrities
@PumpkinPerson2,16:50:46,2024-05-30,How are they defining celebrity?,celebrities
@CryptoA42868,16:50:39,2024-05-30,"Celebrities coin has no standards and has no utilities the end is always been dumped. if you are smart  you can cash out before it dumps but if you're not smart you will always be a victim. 
( Always do you own research)",celebrities
@LopRidgeway1,16:50:37,2024-05-30,"Good job Kyle.
Keep getting the word out.
Tell these celebrities to GFT.",celebrities
@jasonarnet78372,16:50:37,2024-05-30,You can tell how much the MAGA losers love a celebrity by how over the top butthurt the get when Trump gets criticized hilarious,celebrities
@brittyates0825,16:50:36,2024-05-30,"Eh, watch what you say. I’ve been a swiftie since 2006, I am a REAL swiftie, and I personally think only fake fans wouldn’t hold their celebrity to a higher standard and wouldn’t expect them to speak up, especially someone like Taylor who has always been so adamant about it.",celebrities
@aceforspinaltap,16:50:32,2024-05-30,Parasocial behavior literally makes me so second handedly embarrassed. You’re taking the phrase “celebrities are human too” as an excuse to be parasocial this shit is so weird GOD leave andrew alone. That man didnt burst out raphaels final act live for this bullshit,celebrities
@Xprivateacct,16:50:28,2024-05-30,"@CNN @CNNPolitics A 28 year old voter told me today ‘ people my age are sick to the back teeth with filthy rich celebrities coming out preaching for Biden, who ever is running Biden’s campaign should be fired ‘!",celebrities
@temi_ajimoti,16:50:25,2024-05-30,It clear that you niggas are premium DICK SUCKERS for all your favorite celebrity. Spit and everything,celebrities
